species_guid,plant_parts,pest_stage,visibility_type,spreading_way
60a64990-82b4-408c-87a6-d798f9dde737,木材,,不可见,
60a64990-82b4-408c-87a6-d798f9dde737,茎;枝;芽,,不可见,
60a64990-82b4-408c-87a6-d798f9dde737,茎,,,
60a64990-82b4-408c-87a6-d798f9dde737,花,,,
60a64990-82b4-408c-87a6-d798f9dde737,果实（包括果柄）,,,
60a64990-82b4-408c-87a6-d798f9dde737,根,,,
eb0d2399-9b73-41c0-aadf-ee7379b006e6,全株,,,
0ff0187b-92f4-40ef-90d6-8246ef9f8224,种子,,不可见,
0ff0187b-92f4-40ef-90d6-8246ef9f8224,种苗;组培苗,,不可见,
0ff0187b-92f4-40ef-90d6-8246ef9f8224,叶,,不可见,
0ff0187b-92f4-40ef-90d6-8246ef9f8224,鳞球茎（包括鳞茎/块茎/块根）,,不可见,
0ff0187b-92f4-40ef-90d6-8246ef9f8224,茎;枝;芽,,不可见,
0ff0187b-92f4-40ef-90d6-8246ef9f8224,花,,,
0ff0187b-92f4-40ef-90d6-8246ef9f8224,根,,,
caf8187b-09fc-4556-8ff8-5060ddc1f621,叶,卵/幼虫/若虫,裸眼可见,
caf8187b-09fc-4556-8ff8-5060ddc1f621,生长介质,幼虫/若虫,裸眼可见,
caf8187b-09fc-4556-8ff8-5060ddc1f621,茎;枝;芽,幼虫/若虫,裸眼可见,
caf8187b-09fc-4556-8ff8-5060ddc1f621,花,卵/幼虫,裸眼可见,
9a3a552a-9185-4a83-ae14-763c45d67787,种子,,,
9a3a552a-9185-4a83-ae14-763c45d67787,种苗;组培苗,,,
9a3a552a-9185-4a83-ae14-763c45d67787,叶,,,
9a3a552a-9185-4a83-ae14-763c45d67787,茎;枝;芽,,,
9a3a552a-9185-4a83-ae14-763c45d67787,花,,,
9a3a552a-9185-4a83-ae14-763c45d67787,果实（包括果柄）,,,
9a3a552a-9185-4a83-ae14-763c45d67787,根,,,
ee4dab15-4b8f-4762-a377-5c1868181a38,种苗;组培苗,卵/幼虫/蛹/成虫,光学显微镜可见,
ee4dab15-4b8f-4762-a377-5c1868181a38,树皮,成虫,裸眼可见,
ee4dab15-4b8f-4762-a377-5c1868181a38,木材,卵/幼虫/蛹/成虫,光学显微镜可见,
ee4dab15-4b8f-4762-a377-5c1868181a38,茎;枝;芽,卵/幼虫/蛹/成虫,光学显微镜可见,
973b4e4a-274a-4126-a3cc-5c43dc98320c,种子,,,
973b4e4a-274a-4126-a3cc-5c43dc98320c,种苗;组培苗,,,
973b4e4a-274a-4126-a3cc-5c43dc98320c,叶,,裸眼可见,
973b4e4a-274a-4126-a3cc-5c43dc98320c,茎;枝;芽,,不可见,
973b4e4a-274a-4126-a3cc-5c43dc98320c,花,,,
973b4e4a-274a-4126-a3cc-5c43dc98320c,果实（包括果柄）,,,
973b4e4a-274a-4126-a3cc-5c43dc98320c,根,,,
05625cc5-e623-4307-b7ac-9ffcef26ebb4,叶,,不可见,
05625cc5-e623-4307-b7ac-9ffcef26ebb4,树皮,,不可见,
05625cc5-e623-4307-b7ac-9ffcef26ebb4,木材,,不可见,
05625cc5-e623-4307-b7ac-9ffcef26ebb4,茎;枝;芽,,不可见,
05625cc5-e623-4307-b7ac-9ffcef26ebb4,根,,不可见,
821d074d-f5ca-426a-9c65-f93ae53f8f37,叶,,,
821d074d-f5ca-426a-9c65-f93ae53f8f37,全株,,,
821d074d-f5ca-426a-9c65-f93ae53f8f37,茎,,,
9b26b3a0-c08b-495f-aed6-d876031fedbf,全株,,,
5c5f52ec-2ed1-420d-a7f9-5cb100faab9f,种子,,,
5c5f52ec-2ed1-420d-a7f9-5cb100faab9f,种苗;组培苗,,,
5c5f52ec-2ed1-420d-a7f9-5cb100faab9f,叶,,,
5c5f52ec-2ed1-420d-a7f9-5cb100faab9f,茎;枝;芽,,,
5c5f52ec-2ed1-420d-a7f9-5cb100faab9f,花,,,
5c5f52ec-2ed1-420d-a7f9-5cb100faab9f,根,,,
933bbf10-33ba-49fd-87d9-a7c003957c71,种苗;组培苗,,裸眼可见,
933bbf10-33ba-49fd-87d9-a7c003957c71,茎;枝;芽,,不可见,
933bbf10-33ba-49fd-87d9-a7c003957c71,根,,不可见,
5f0ed8df-39d3-4be8-97b1-e389e796dd25,全株,,,
3e4b7756-ade7-42b2-812b-732533732ac1,叶,,,
bfbfaf51-689b-43b1-9458-1cefcacdf983,种子,,,
bfbfaf51-689b-43b1-9458-1cefcacdf983,种苗;组培苗,,,
bfbfaf51-689b-43b1-9458-1cefcacdf983,叶,,,
bfbfaf51-689b-43b1-9458-1cefcacdf983,茎;枝;芽,,,
bfbfaf51-689b-43b1-9458-1cefcacdf983,花,,,
bfbfaf51-689b-43b1-9458-1cefcacdf983,根,,,
f715ba59-9873-4229-a9fc-54e9be293b93,叶,,,
8263ba28-f87e-4341-b392-2bc00b25bedb,全株,,,
0e444ee1-29d4-4021-878a-06535154d6a4,叶,,,
0e444ee1-29d4-4021-878a-06535154d6a4,茎;枝;芽,,,
0e444ee1-29d4-4021-878a-06535154d6a4,根,,,
664a4905-39d9-4601-87ca-21e7bc91a62e,种子,,,
664a4905-39d9-4601-87ca-21e7bc91a62e,种苗;组培苗,,,
664a4905-39d9-4601-87ca-21e7bc91a62e,叶,,,
664a4905-39d9-4601-87ca-21e7bc91a62e,花,,,
664a4905-39d9-4601-87ca-21e7bc91a62e,果实（包括果柄）,,,
664a4905-39d9-4601-87ca-21e7bc91a62e,根,,,
f7565814-a7f9-42b3-8092-7fe7daeea457,种子,,,
f7565814-a7f9-42b3-8092-7fe7daeea457,种苗;组培苗,,,
f7565814-a7f9-42b3-8092-7fe7daeea457,叶,,,
f7565814-a7f9-42b3-8092-7fe7daeea457,花,,,
f7565814-a7f9-42b3-8092-7fe7daeea457,根,,,
54874cf8-69da-47f7-8ae7-1e138caf9207,种子,,,
54874cf8-69da-47f7-8ae7-1e138caf9207,种苗;组培苗,,,
54874cf8-69da-47f7-8ae7-1e138caf9207,叶,,,
54874cf8-69da-47f7-8ae7-1e138caf9207,茎;枝;芽,,,
54874cf8-69da-47f7-8ae7-1e138caf9207,花,,,
54874cf8-69da-47f7-8ae7-1e138caf9207,果实（包括果柄）,,,
54874cf8-69da-47f7-8ae7-1e138caf9207,根,,,
0a2814aa-4492-437d-a8ac-6dcf749bd915,种子,,不可见,
0a2814aa-4492-437d-a8ac-6dcf749bd915,叶,,不可见,
0a2814aa-4492-437d-a8ac-6dcf749bd915,茎;枝;芽,,不可见,
0a2814aa-4492-437d-a8ac-6dcf749bd915,果实（包括果柄）,,不可见,
0a2814aa-4492-437d-a8ac-6dcf749bd915,根,,不可见,
3f552869-b547-4c2a-be37-b6880f85ee17,种苗;组培苗,,不可见,
3f552869-b547-4c2a-be37-b6880f85ee17,叶,,光学显微镜可见,
3f552869-b547-4c2a-be37-b6880f85ee17,鳞球茎（包括鳞茎/块茎/块根）,,不可见,
3f552869-b547-4c2a-be37-b6880f85ee17,茎;枝;芽,,不可见,
3f552869-b547-4c2a-be37-b6880f85ee17,花,,不可见,
3f552869-b547-4c2a-be37-b6880f85ee17,果实（包括果柄）,,不可见,
3f552869-b547-4c2a-be37-b6880f85ee17,根,,不可见,
d3f00e05-ca73-4806-9b55-d7682aef36c6,种子,,,
d3f00e05-ca73-4806-9b55-d7682aef36c6,种苗;组培苗,,,
d3f00e05-ca73-4806-9b55-d7682aef36c6,叶,,,
d3f00e05-ca73-4806-9b55-d7682aef36c6,茎;枝;芽,,,
d3f00e05-ca73-4806-9b55-d7682aef36c6,花,,,
d3f00e05-ca73-4806-9b55-d7682aef36c6,果实（包括果柄）,,,
d3f00e05-ca73-4806-9b55-d7682aef36c6,根,,,
1ad513b1-5220-40b5-a156-da1293c4d52a,种子,,,
1ad513b1-5220-40b5-a156-da1293c4d52a,种苗;组培苗,,,
1ad513b1-5220-40b5-a156-da1293c4d52a,叶,,,
1ad513b1-5220-40b5-a156-da1293c4d52a,茎;枝;芽,,,
1ad513b1-5220-40b5-a156-da1293c4d52a,花,,,
1ad513b1-5220-40b5-a156-da1293c4d52a,果实（包括果柄）,,,
1ad513b1-5220-40b5-a156-da1293c4d52a,根,,,
cbc3591b-6b37-4a8c-8c59-e2d5c8b86547,种子,,,
cbc3591b-6b37-4a8c-8c59-e2d5c8b86547,种苗;组培苗,,,
cbc3591b-6b37-4a8c-8c59-e2d5c8b86547,叶,,,
cbc3591b-6b37-4a8c-8c59-e2d5c8b86547,花,,,
cbc3591b-6b37-4a8c-8c59-e2d5c8b86547,果实（包括果柄）,,,
cbc3591b-6b37-4a8c-8c59-e2d5c8b86547,根,,,
6aea75be-96b8-4d0b-9d90-4e76584313f2,全株,,,
62d72fc9-0bae-4259-bb53-c8a2c848795d,全株,,,
c98b3688-604a-4d5b-a446-de1f697eaeeb,种子,,,
c98b3688-604a-4d5b-a446-de1f697eaeeb,种苗;组培苗,,,
c98b3688-604a-4d5b-a446-de1f697eaeeb,叶,,,
c98b3688-604a-4d5b-a446-de1f697eaeeb,茎;枝;芽,,,
c98b3688-604a-4d5b-a446-de1f697eaeeb,花,,,
c98b3688-604a-4d5b-a446-de1f697eaeeb,果实（包括果柄）,,,
c98b3688-604a-4d5b-a446-de1f697eaeeb,根,,,
d3729ac1-256e-48ec-bd72-178d88fdaaf9,种子,,,
d3729ac1-256e-48ec-bd72-178d88fdaaf9,种苗;组培苗,,裸眼可见,
d3729ac1-256e-48ec-bd72-178d88fdaaf9,叶,,裸眼可见,
d3729ac1-256e-48ec-bd72-178d88fdaaf9,鳞球茎（包括鳞茎/块茎/块根）,,不可见,
d3729ac1-256e-48ec-bd72-178d88fdaaf9,茎;枝;芽,,裸眼可见,
d3729ac1-256e-48ec-bd72-178d88fdaaf9,花,,不可见,
d3729ac1-256e-48ec-bd72-178d88fdaaf9,果实（包括果柄）,,不可见,
d3729ac1-256e-48ec-bd72-178d88fdaaf9,根,,不可见,
237f0863-2ac7-48cc-bfdc-6fff29170aac,种子,幼虫/蛹,裸眼可见,
beede2cc-e388-4b4a-96d6-b1fdf6ceaaa6,木材,,,
42394f64-127c-4af3-8a0b-e599d48bfd03,芽,,,
ded21d1b-03bc-491c-9312-95f7f4af563a,叶,,,
ded21d1b-03bc-491c-9312-95f7f4af563a,花,,,
ded21d1b-03bc-491c-9312-95f7f4af563a,果实（包括果柄）,,,
bd7b044d-7672-44ab-a5ac-573bd868978e,全株,,,
9b5e22c8-049c-45ff-8a0f-7ed034043447,全株,,,
6e2bc920-665c-4ad5-92cc-5a53e0f16b7f,全株,,,
ce0a92c9-7cba-482a-9766-cb175b0d8826,种苗;组培苗,,不可见,
ce0a92c9-7cba-482a-9766-cb175b0d8826,全株,,,
06169e3c-9b07-4aa9-a362-93d5ede2af55,全株,,,
1b81d7dd-52ef-4d98-baea-a1ef4deae302,全株,,,
fffad3fe-1af7-470a-be75-1db961476cd0,全株,,,
40f444c1-a9bc-4254-a691-ce426fe93701,全株,,,
d93c853a-5137-4c16-9911-0db3b1691336,全株,,,
4ad22db6-d3ec-440d-af1c-f6a1456d06fe,种苗;组培苗,,不可见,
91a211b7-75cb-4d7d-9ff4-5a0560dcf729,叶,,,
5aaf8238-8c88-440d-882a-e005f478dac3,种苗;组培苗,,裸眼可见,
5aaf8238-8c88-440d-882a-e005f478dac3,叶,,裸眼可见,
5aaf8238-8c88-440d-882a-e005f478dac3,茎;枝;芽,,不可见,
5aaf8238-8c88-440d-882a-e005f478dac3,花,,不可见,
5aaf8238-8c88-440d-882a-e005f478dac3,根,,不可见,
7f4a4098-2661-4e0d-95cb-612ed835507f,种子,,,
7f4a4098-2661-4e0d-95cb-612ed835507f,种苗;组培苗,,,
7f4a4098-2661-4e0d-95cb-612ed835507f,叶,,,
7f4a4098-2661-4e0d-95cb-612ed835507f,花,,,
7f4a4098-2661-4e0d-95cb-612ed835507f,果实（包括果柄）,,,
7f4a4098-2661-4e0d-95cb-612ed835507f,根,,,
ac68fa26-cc9d-4ada-8011-04c2e7f60d74,叶,,,
cc1a07ca-a5a8-4893-98fb-e9417b074edc,种子,,,
cc1a07ca-a5a8-4893-98fb-e9417b074edc,种苗;组培苗,,裸眼可见,
cc1a07ca-a5a8-4893-98fb-e9417b074edc,叶,,裸眼可见,
cc1a07ca-a5a8-4893-98fb-e9417b074edc,茎;枝;芽,,不可见,
cc1a07ca-a5a8-4893-98fb-e9417b074edc,花,,不可见,
cc1a07ca-a5a8-4893-98fb-e9417b074edc,果实（包括果柄）,,不可见,
cc1a07ca-a5a8-4893-98fb-e9417b074edc,根,,不可见,
e1e08c17-d581-44f7-b01a-ed4fbf0d4b31,种子,,,
e1e08c17-d581-44f7-b01a-ed4fbf0d4b31,种苗;组培苗,,,
e1e08c17-d581-44f7-b01a-ed4fbf0d4b31,叶,,,
e1e08c17-d581-44f7-b01a-ed4fbf0d4b31,茎;枝;芽,,,
e1e08c17-d581-44f7-b01a-ed4fbf0d4b31,花,,,
e1e08c17-d581-44f7-b01a-ed4fbf0d4b31,果实（包括果柄）,,,
e1e08c17-d581-44f7-b01a-ed4fbf0d4b31,根,,,
0511a0fe-d594-406a-972f-90d3b6559ec7,全株,,,
d9a4d605-ee3a-4208-9dce-c8e8e781e164,树皮,成虫,裸眼可见,
d9a4d605-ee3a-4208-9dce-c8e8e781e164,木材,卵/幼虫/蛹/成虫,光学显微镜可见,
d9a4d605-ee3a-4208-9dce-c8e8e781e164,茎;枝;芽,卵/幼虫/蛹/成虫,光学显微镜可见,
d9a4d605-ee3a-4208-9dce-c8e8e781e164,茎,,,
0ccc7805-3421-46d6-9739-27dd06631ced,全株,,,
453df721-a43c-48b1-b5db-e13e9e349bc5,种子,,,
453df721-a43c-48b1-b5db-e13e9e349bc5,种苗;组培苗,,,
453df721-a43c-48b1-b5db-e13e9e349bc5,叶,,,
453df721-a43c-48b1-b5db-e13e9e349bc5,茎;枝;芽,,,
453df721-a43c-48b1-b5db-e13e9e349bc5,花,,,
453df721-a43c-48b1-b5db-e13e9e349bc5,果实（包括果柄）,,,
453df721-a43c-48b1-b5db-e13e9e349bc5,根,,,
7a784fcf-96df-45e8-85df-481130892c36,种子,,,
7a784fcf-96df-45e8-85df-481130892c36,种苗;组培苗,,,
7a784fcf-96df-45e8-85df-481130892c36,叶,,,
7a784fcf-96df-45e8-85df-481130892c36,全株,,,
7a784fcf-96df-45e8-85df-481130892c36,茎;枝;芽,,,
7a784fcf-96df-45e8-85df-481130892c36,花,,,
7a784fcf-96df-45e8-85df-481130892c36,果实（包括果柄）,,,
7a784fcf-96df-45e8-85df-481130892c36,根,,,
2a9b9ba9-9801-482f-9d06-823f98d295d1,种子,,不可见,
2a9b9ba9-9801-482f-9d06-823f98d295d1,种苗;组培苗,,不可见,
2a9b9ba9-9801-482f-9d06-823f98d295d1,叶,,不可见,
2a9b9ba9-9801-482f-9d06-823f98d295d1,茎;枝;芽,,不可见,
2a9b9ba9-9801-482f-9d06-823f98d295d1,花,,不可见,
2a9b9ba9-9801-482f-9d06-823f98d295d1,果实（包括果柄）,,不可见,
2a9b9ba9-9801-482f-9d06-823f98d295d1,根,,不可见,
34f55b25-e97b-4db1-8a96-09ed1a28c347,种子,,,
34f55b25-e97b-4db1-8a96-09ed1a28c347,种苗;组培苗,,,
34f55b25-e97b-4db1-8a96-09ed1a28c347,叶,,,
34f55b25-e97b-4db1-8a96-09ed1a28c347,花,,,
34f55b25-e97b-4db1-8a96-09ed1a28c347,果实（包括果柄）,,,
34f55b25-e97b-4db1-8a96-09ed1a28c347,根,,,
d0b80816-5e38-41c5-ad53-ad15e48f63dd,种子,,,
d0b80816-5e38-41c5-ad53-ad15e48f63dd,种苗;组培苗,,,
d0b80816-5e38-41c5-ad53-ad15e48f63dd,叶,,,
d0b80816-5e38-41c5-ad53-ad15e48f63dd,茎;枝;芽,,,
d0b80816-5e38-41c5-ad53-ad15e48f63dd,花,,,
d0b80816-5e38-41c5-ad53-ad15e48f63dd,果实（包括果柄）,,,
d0b80816-5e38-41c5-ad53-ad15e48f63dd,根,,,
856c9eac-bc11-49af-aa05-c356ec2033b1,全株,,,
afed57c2-5cbf-420f-867b-506574e449d4,种子,,,
afed57c2-5cbf-420f-867b-506574e449d4,种苗;组培苗,,,
afed57c2-5cbf-420f-867b-506574e449d4,叶,,,
afed57c2-5cbf-420f-867b-506574e449d4,茎;枝;芽,,,
afed57c2-5cbf-420f-867b-506574e449d4,花,,,
afed57c2-5cbf-420f-867b-506574e449d4,果实（包括果柄）,,,
afed57c2-5cbf-420f-867b-506574e449d4,根,,,
cd301f21-3686-4d8b-93ca-a520bc31f146,种子,,,
cd301f21-3686-4d8b-93ca-a520bc31f146,种苗;组培苗,,,
cd301f21-3686-4d8b-93ca-a520bc31f146,叶,,,
cd301f21-3686-4d8b-93ca-a520bc31f146,花,,,
cd301f21-3686-4d8b-93ca-a520bc31f146,根,,,
3279cf07-4864-44f9-84d2-84ae3b4ab357,种子,,,
3279cf07-4864-44f9-84d2-84ae3b4ab357,种苗;组培苗,,,
3279cf07-4864-44f9-84d2-84ae3b4ab357,叶,,,
3279cf07-4864-44f9-84d2-84ae3b4ab357,全株,,,
3279cf07-4864-44f9-84d2-84ae3b4ab357,茎;枝;芽,,裸眼可见,
3279cf07-4864-44f9-84d2-84ae3b4ab357,花,,不可见,
3279cf07-4864-44f9-84d2-84ae3b4ab357,果实（包括果柄）,,不可见,
3279cf07-4864-44f9-84d2-84ae3b4ab357,根,,不可见,
4015443a-06ca-4acd-8175-63aa8abf5895,种子,,,
4015443a-06ca-4acd-8175-63aa8abf5895,种苗;组培苗,,不可见,
4015443a-06ca-4acd-8175-63aa8abf5895,叶,,裸眼可见,
4015443a-06ca-4acd-8175-63aa8abf5895,茎;枝;芽,,不可见,
4015443a-06ca-4acd-8175-63aa8abf5895,花,,,
4015443a-06ca-4acd-8175-63aa8abf5895,果实（包括果柄）,,,
4015443a-06ca-4acd-8175-63aa8abf5895,根,,,
b829fb9b-2842-4cb5-8e24-08355d609df5,种子,,不可见,
b829fb9b-2842-4cb5-8e24-08355d609df5,种苗;组培苗,,不可见,
b829fb9b-2842-4cb5-8e24-08355d609df5,叶,,不可见,
b829fb9b-2842-4cb5-8e24-08355d609df5,木材,,不可见,
b829fb9b-2842-4cb5-8e24-08355d609df5,茎;枝;芽,,不可见,
b829fb9b-2842-4cb5-8e24-08355d609df5,花,,不可见,
b829fb9b-2842-4cb5-8e24-08355d609df5,果实（包括果柄）,,不可见,
b829fb9b-2842-4cb5-8e24-08355d609df5,根,,不可见,
9ee17673-b042-46dd-b6c6-5f8d46473313,种子,,,
9ee17673-b042-46dd-b6c6-5f8d46473313,种苗;组培苗,,,
9ee17673-b042-46dd-b6c6-5f8d46473313,叶,,,
9ee17673-b042-46dd-b6c6-5f8d46473313,茎;枝;芽,,,
9ee17673-b042-46dd-b6c6-5f8d46473313,花,,,
9ee17673-b042-46dd-b6c6-5f8d46473313,根,,,
4bd52935-04ac-41ab-a820-c1e6b32b24c7,种子,,,
4bd52935-04ac-41ab-a820-c1e6b32b24c7,种苗;组培苗,,,
4bd52935-04ac-41ab-a820-c1e6b32b24c7,叶,,,
4bd52935-04ac-41ab-a820-c1e6b32b24c7,全株,,,
4bd52935-04ac-41ab-a820-c1e6b32b24c7,茎;枝;芽,,,
4bd52935-04ac-41ab-a820-c1e6b32b24c7,花,,,
4bd52935-04ac-41ab-a820-c1e6b32b24c7,果实（包括果柄）,,,
4bd52935-04ac-41ab-a820-c1e6b32b24c7,根,,,
0973c7fc-0f7d-4dda-857b-d09eeb6af283,种子,,,
0973c7fc-0f7d-4dda-857b-d09eeb6af283,种苗;组培苗,,,
0973c7fc-0f7d-4dda-857b-d09eeb6af283,叶,,,
0973c7fc-0f7d-4dda-857b-d09eeb6af283,茎;枝;芽,,,
0973c7fc-0f7d-4dda-857b-d09eeb6af283,花,,,
0973c7fc-0f7d-4dda-857b-d09eeb6af283,果实（包括果柄）,,,
0973c7fc-0f7d-4dda-857b-d09eeb6af283,根,,,
9826c067-4c7f-486e-a20f-518d8b251d56,叶,,,
6522a546-5a5a-431a-90c8-9d9219e69c2e,叶,,,
d968d1b0-6671-4d5b-9a9c-41fd87cd927d,叶,,,
822b8b25-ef35-454a-a4c8-7e2d8023b941,叶,,,
397cc364-6555-49ad-a3d0-c70f1d8c2292,种子,,,
397cc364-6555-49ad-a3d0-c70f1d8c2292,种苗;组培苗,,,
397cc364-6555-49ad-a3d0-c70f1d8c2292,叶,,,
397cc364-6555-49ad-a3d0-c70f1d8c2292,全株,,,
397cc364-6555-49ad-a3d0-c70f1d8c2292,花,,,
397cc364-6555-49ad-a3d0-c70f1d8c2292,根,,,
5b1567b4-283a-4237-84d5-04a10b7866df,叶,,,
7f6b9582-91f6-43c1-9103-77e20a9d9ae4,叶,,,
75109c2c-9824-45bf-b813-7d0403096c3a,全株,,,
8df93746-92e9-43da-a0ed-c609679f843f,种子,种子,,
8df93746-92e9-43da-a0ed-c609679f843f,叶,整株,,
8df93746-92e9-43da-a0ed-c609679f843f,树皮,,,
8df93746-92e9-43da-a0ed-c609679f843f,茎;枝;芽,,,
8df93746-92e9-43da-a0ed-c609679f843f,根,整株,,
ada86be7-64f2-490b-87e3-4f42ad3c4d8f,叶,,,
ada86be7-64f2-490b-87e3-4f42ad3c4d8f,生长介质,,,
ada86be7-64f2-490b-87e3-4f42ad3c4d8f,花,卵/幼虫,光学显微镜可见,
ada86be7-64f2-490b-87e3-4f42ad3c4d8f,果实（包括果柄）,成虫,裸眼可见,
b40bb8f3-17e4-46b2-8b5d-8ad67e0907be,枝,,,
b40bb8f3-17e4-46b2-8b5d-8ad67e0907be,叶,,,
b40bb8f3-17e4-46b2-8b5d-8ad67e0907be,木材,卵/幼虫/蛹/成虫,裸眼可见,
b40bb8f3-17e4-46b2-8b5d-8ad67e0907be,茎;枝;芽,卵/幼虫/蛹/成虫,裸眼可见,
b40bb8f3-17e4-46b2-8b5d-8ad67e0907be,茎,,,
441c50fd-4115-43a4-a514-837405590d7c,全株,,,
00972737-6b4a-4830-a279-2a060b7663f8,枝,,,
00972737-6b4a-4830-a279-2a060b7663f8,叶,,,
00972737-6b4a-4830-a279-2a060b7663f8,芽,,,
00972737-6b4a-4830-a279-2a060b7663f8,果实（包括果柄）,,,
00972737-6b4a-4830-a279-2a060b7663f8,根,,,
05d80576-bc1b-49e6-b170-611d32ae5bc1,全株,,,
4cb6c4cc-b890-4522-bb79-a918f6b1bcf3,叶,孢子/菌丝,裸眼可见,
4cb6c4cc-b890-4522-bb79-a918f6b1bcf3,茎;枝;芽,孢子/菌丝,裸眼可见,
4cb6c4cc-b890-4522-bb79-a918f6b1bcf3,果实（包括果柄）,孢子/菌丝,裸眼可见,
cd8c6679-2a10-4a69-bd93-145c0de5c6a7,全株,,,
7c52e792-8b77-474e-baf7-7f2964c099ae,叶,,,
7c52e792-8b77-474e-baf7-7f2964c099ae,茎;枝;芽,,,
821633ac-ed44-4311-b839-22055c86d468,根,,,
d30653e5-59d8-413c-832c-52ed6cce1b20,种子,,不可见,
d30653e5-59d8-413c-832c-52ed6cce1b20,种苗;组培苗,,裸眼可见,
d30653e5-59d8-413c-832c-52ed6cce1b20,叶,,裸眼可见,
d30653e5-59d8-413c-832c-52ed6cce1b20,全株,,,
d30653e5-59d8-413c-832c-52ed6cce1b20,茎;枝;芽,,不可见,
d30653e5-59d8-413c-832c-52ed6cce1b20,茎,,,
d30653e5-59d8-413c-832c-52ed6cce1b20,花,,不可见,
d30653e5-59d8-413c-832c-52ed6cce1b20,果实（包括果柄）,,不可见,
d30653e5-59d8-413c-832c-52ed6cce1b20,根,,不可见,
4870cc91-fb89-461a-bce8-f24703b17045,种子,,,
4870cc91-fb89-461a-bce8-f24703b17045,种苗;组培苗,,,
4870cc91-fb89-461a-bce8-f24703b17045,叶,,,
4870cc91-fb89-461a-bce8-f24703b17045,茎;枝;芽,,,
4870cc91-fb89-461a-bce8-f24703b17045,花,,,
4870cc91-fb89-461a-bce8-f24703b17045,果实（包括果柄）,,,
4870cc91-fb89-461a-bce8-f24703b17045,根,,,
f5c178ce-0cd4-447a-83e7-b509d8608824,种子,,不可见,
f5c178ce-0cd4-447a-83e7-b509d8608824,叶,,,
607da764-4c99-4e16-abb4-08f76c12e0e9,种子,,,
607da764-4c99-4e16-abb4-08f76c12e0e9,种苗;组培苗,,,
607da764-4c99-4e16-abb4-08f76c12e0e9,叶,,,
607da764-4c99-4e16-abb4-08f76c12e0e9,茎;枝;芽,,,
607da764-4c99-4e16-abb4-08f76c12e0e9,花,,,
607da764-4c99-4e16-abb4-08f76c12e0e9,果实（包括果柄）,,,
607da764-4c99-4e16-abb4-08f76c12e0e9,根,,,
17af19fe-c455-42a7-870f-bd56dc6f95c5,全株,,,
a16aff4d-bc70-49fa-b829-8b8663440f72,种苗;组培苗,,不可见,
a16aff4d-bc70-49fa-b829-8b8663440f72,叶,,不可见,
a16aff4d-bc70-49fa-b829-8b8663440f72,茎;枝;芽,,不可见,
a16aff4d-bc70-49fa-b829-8b8663440f72,花,,不可见,
a16aff4d-bc70-49fa-b829-8b8663440f72,根,,不可见,
e5863c26-86ec-46dd-8b59-fce35346a482,种子,,,
e5863c26-86ec-46dd-8b59-fce35346a482,种苗;组培苗,,,
e5863c26-86ec-46dd-8b59-fce35346a482,叶,,,
e5863c26-86ec-46dd-8b59-fce35346a482,茎;枝;芽,,,
e5863c26-86ec-46dd-8b59-fce35346a482,花,,,
e5863c26-86ec-46dd-8b59-fce35346a482,果实（包括果柄）,,,
e5863c26-86ec-46dd-8b59-fce35346a482,根,,,
6bf3a57f-79e3-4ce1-970a-4c3faaf7648f,种苗;组培苗,,裸眼可见,
6bf3a57f-79e3-4ce1-970a-4c3faaf7648f,叶,,裸眼可见,
6bf3a57f-79e3-4ce1-970a-4c3faaf7648f,茎;枝;芽,,不可见,
6bf3a57f-79e3-4ce1-970a-4c3faaf7648f,花,,不可见,
6bf3a57f-79e3-4ce1-970a-4c3faaf7648f,根,,不可见,
8d63b88b-fbb4-466f-bc8a-50bb7deaab23,种苗;组培苗,,裸眼可见,
8d63b88b-fbb4-466f-bc8a-50bb7deaab23,叶,,裸眼可见,
8d63b88b-fbb4-466f-bc8a-50bb7deaab23,茎;枝;芽,,不可见,
8d63b88b-fbb4-466f-bc8a-50bb7deaab23,花,,不可见,
8d63b88b-fbb4-466f-bc8a-50bb7deaab23,根,,不可见,
0255cfcd-0951-4e81-9854-efe3f331a12f,种苗;组培苗,,裸眼可见,
0255cfcd-0951-4e81-9854-efe3f331a12f,叶,,裸眼可见,
0255cfcd-0951-4e81-9854-efe3f331a12f,茎;枝;芽,,不可见,
0255cfcd-0951-4e81-9854-efe3f331a12f,花,,不可见,
0255cfcd-0951-4e81-9854-efe3f331a12f,根,,不可见,
89e9ed10-59a5-4b24-b2aa-915a49046d7c,种子,,,
89e9ed10-59a5-4b24-b2aa-915a49046d7c,种苗;组培苗,,,
89e9ed10-59a5-4b24-b2aa-915a49046d7c,叶,,,
89e9ed10-59a5-4b24-b2aa-915a49046d7c,花,,,
89e9ed10-59a5-4b24-b2aa-915a49046d7c,果实（包括果柄）,,,
89e9ed10-59a5-4b24-b2aa-915a49046d7c,根,,,
03d9ceb5-1a1a-44d4-ab31-e34dead1ea1a,叶,,,
da356094-87ff-434d-9b6b-5b4250090c92,全株,,,
9be9f023-8efb-41a5-934f-cf3eeb96cc5f,全株,,,
e5e5fd2d-81df-4829-ae26-72930fb84ffe,种子,,,
e5e5fd2d-81df-4829-ae26-72930fb84ffe,种苗;组培苗,,裸眼可见,
e5e5fd2d-81df-4829-ae26-72930fb84ffe,叶,,裸眼可见,
