id,species_guid,host_guid,host_name,host_name_cn,host_types
,9d901631-fd03-40b5-be66-c2f5e007f0ef,b20ff98c-365e-4ac0-81c1-17e3b2c63675,Sebastiania klotzschiana,(漆杨桃属),自然寄主
,9d901631-fd03-40b5-be66-c2f5e007f0ef,a3f2a4cf-d911-44aa-bcce-2a598dafaef9,Taxodium distichum,落羽杉,",自然寄主"
,9d901631-fd03-40b5-be66-c2f5e007f0ef,4c73d319-837a-4110-a071-8b7f5467eeea,Tilia × viridis,(椴属),自然寄主
,9d901631-fd03-40b5-be66-c2f5e007f0ef,24f54607-ddcd-4fe4-8340-c99e5af2ec2f,Ulmus,榆属,",为害植物,自然寄主"
,9d901631-fd03-40b5-be66-c2f5e007f0ef,0e380271-3b61-4cad-9428-872e558ec298,Ulmus pumila,榆树,",接种寄主,为害植物,自然寄主"
,9d901631-fd03-40b5-be66-c2f5e007f0ef,9ce4cf97-9ed1-45ae-a1ea-dcfa03e5177d,Vitex megapotamica,(牡荆属),自然寄主
,497b83c0-276d-4617-ad49-9f3a6bd5a70e,c5aa4cdc-6fef-4c02-b4a3-16219344c3f4,Cassia hirsuta,毛荚决明,自然寄主
,497b83c0-276d-4617-ad49-9f3a6bd5a70e,f4c90b78-6a14-4b59-b4d2-148b7cf93603,Crotalaria incana,光叶猪屎豆,自然寄主
,497b83c0-276d-4617-ad49-9f3a6bd5a70e,9fb04635-7a62-4107-a43c-ab1b3943464a,Crotalaria juncea,菽麻,"接种寄主,自然寄主"
,497b83c0-276d-4617-ad49-9f3a6bd5a70e,66d30a58-834d-4d12-a8a1-744edb9c44de,Crotalaria pallida,猪屎豆,"为害植物,自然寄主"
,497b83c0-276d-4617-ad49-9f3a6bd5a70e,52c1dc5a-205c-407d-8b61-7abe83baaeb4,Fabaceae,豆科,",接种寄主,自然寄主"
,497b83c0-276d-4617-ad49-9f3a6bd5a70e,bfe9d8bb-9cd2-4f64-9e84-132c0a1b5e08,Phaseolus,菜豆属,",接种寄主,自然寄主"
,497b83c0-276d-4617-ad49-9f3a6bd5a70e,053266e2-e48f-4145-9dd3-2ca45709dc8c,Phaseolus vulgaris,菜豆,",接种寄主,其他,为害植物,自然寄主"
,497b83c0-276d-4617-ad49-9f3a6bd5a70e,f4677197-10c2-4d4a-afd9-1f3e40570217,Vigna radiata,绿豆,",接种寄主,为害植物,自然寄主"
,497b83c0-276d-4617-ad49-9f3a6bd5a70e,225477a9-7155-47d4-877d-dfcd71ead4fc,Vigna unguiculata,豇豆,",接种寄主,其他,为害植物,自然寄主"
,497b83c0-276d-4617-ad49-9f3a6bd5a70e,e0f6b3bb-1189-4fba-b219-42c66dc28670,Vigna vexillata,野豇豆,自然寄主
,88fd965c-30a8-4ab1-b461-31e4bbfbc06f,5da4ee95-6007-45bd-bd8f-b1cee2a62da9,Anthriscus cerefolium,习维菜,自然寄主
,88fd965c-30a8-4ab1-b461-31e4bbfbc06f,9170ddb6-5b9c-4031-8561-ecc75540110e,Apium graveolens,旱芹,",接种寄主,自然寄主"
,88fd965c-30a8-4ab1-b461-31e4bbfbc06f,c7369f0e-3d06-434f-9756-7e0c13e7a19c,Chenopodium amaranticolor,苋色藜,"接种寄主,其他,自然寄主"
,88fd965c-30a8-4ab1-b461-31e4bbfbc06f,7b45599d-84ee-4696-8572-32a5546a746a,Chenopodium quinoa,藜麦,",接种寄主,其他,自然寄主"
,88fd965c-30a8-4ab1-b461-31e4bbfbc06f,6cb7fd4d-fe05-4559-94a4-d0a8dfa6daf3,Coriandrum sativum,芫荽,",自然寄主"
,88fd965c-30a8-4ab1-b461-31e4bbfbc06f,69334a86-4697-4b02-a9a2-1d524cda453d,Pastinaca sativa,欧洲防风,",自然寄主"
,1084a685-4269-429c-9916-6fba81f79f33,3a30342e-6fd1-4ee1-a20b-e31c6c853ed2,Passiflora,西番莲属,",自然寄主"
,1084a685-4269-429c-9916-6fba81f79f33,ad99e70b-9ac8-42fd-99ec-54ce93733022,Passiflora coerulea,,"为害植物,自然寄主"
,1f56bcce-c69d-4185-869e-e069f69de2e7,617af3b9-b69a-4166-9987-ae5587ea5499,Gladiolus,唐菖蒲属,",自然寄主"
,1f56bcce-c69d-4185-869e-e069f69de2e7,f774c40e-5d36-4061-b904-941cff4c823e,Orchidaceae,兰科,",自然寄主"
,bd7d3031-ddf8-448c-80ea-7b443391b4a3,f86d9d54-6b68-4eba-aa1e-8a3f84096c25,Passiflora edulis,鸡蛋果；百香果；紫果西番莲,"接种寄主,其他,自然寄主"
,e978fa1f-b1ad-4449-b527-74c8bcdf44af,9acedc8d-50c9-4886-a320-14f55a70a020,Carica papaya,番木瓜,",接种寄主,其他,为害植物,自然寄主"
,e978fa1f-b1ad-4449-b527-74c8bcdf44af,c7369f0e-3d06-434f-9756-7e0c13e7a19c,Chenopodium amaranticolor,苋色藜,"接种寄主,其他,自然寄主"
,e978fa1f-b1ad-4449-b527-74c8bcdf44af,ac68b647-3fee-4d92-be5b-5dfc69def82f,Citrullus colocynthis,药西瓜,自然寄主
,e978fa1f-b1ad-4449-b527-74c8bcdf44af,5ecddd15-4620-4965-9b07-19be8df82161,Citrullus lanatus,西瓜,",接种寄主,其他,自然寄主"
,e978fa1f-b1ad-4449-b527-74c8bcdf44af,7a7a5734-ba30-4996-854d-067e9e222721,Cucurbita maxima,笋瓜,",接种寄主,自然寄主"
,e978fa1f-b1ad-4449-b527-74c8bcdf44af,d829a205-5ab7-44e9-9e0b-1cbefeaf48aa,Cucurbita pepo,西葫芦,",接种寄主,自然寄主"
,e978fa1f-b1ad-4449-b527-74c8bcdf44af,4bf6af2e-64a6-484f-9982-d0dc87831dd7,Cucurbitaceae,葫芦科,",接种寄主,自然寄主"
,e978fa1f-b1ad-4449-b527-74c8bcdf44af,277d5417-4c67-4bd0-8ec6-bd3a8b042fb5,Fevillea cordifolia,,自然寄主
,e978fa1f-b1ad-4449-b527-74c8bcdf44af,f8d3bfde-2227-4490-9bea-0da057d6738e,Fevillea trilobata,,自然寄主
,e978fa1f-b1ad-4449-b527-74c8bcdf44af,3cf2de55-f497-4bd8-8146-c14226431d6d,Momordica charantia,苦瓜,",为害植物,自然寄主"
,e978fa1f-b1ad-4449-b527-74c8bcdf44af,ff666b52-916c-4234-9ccf-fb2039a14b29,Pseudocydonia sinensis,木瓜,自然寄主
,d106a5b6-4b8d-46d4-95a1-2fc46e385534,9b9670c5-02c4-4958-973a-498c6c514492,Crinum asiaticum,亚洲文殊兰,自然寄主
,d3279fad-b814-4d2a-a299-63e7aa1543b6,9174be4a-e1b4-449b-85ef-4ff046068d1b,Nicotiana tabacum,烟草,",接种寄主,其他,为害植物,自然寄主"
,e5acfe36-d5f2-4115-b9cd-2ccfce7ce907,b42ec4d9-d4e2-4b5f-8366-80d97b3e1922,Capsicum annuum,辣椒,",接种寄主,其他,危害植物,为害植物,自然寄主"
,e5acfe36-d5f2-4115-b9cd-2ccfce7ce907,d5fad005-5cfc-4c88-a7f0-786ecf9dd562,Chenopodium album,藜,",接种寄主,其他,为害植物,自然寄主"
,e5acfe36-d5f2-4115-b9cd-2ccfce7ce907,c7369f0e-3d06-434f-9756-7e0c13e7a19c,Chenopodium amaranticolor,苋色藜,"接种寄主,其他,自然寄主"
,e5acfe36-d5f2-4115-b9cd-2ccfce7ce907,7b45599d-84ee-4696-8572-32a5546a746a,Chenopodium quinoa,藜麦,",接种寄主,其他,自然寄主"
,e5acfe36-d5f2-4115-b9cd-2ccfce7ce907,42034e2b-73a4-4d55-9393-a3c8eef02aaf,Cirsium vulgare,矛叶蓟,自然寄主
,e5acfe36-d5f2-4115-b9cd-2ccfce7ce907,c53dbcc2-34f6-4e7b-ba2d-dc123b02781f,Datura stramonium,曼陀罗,"接种寄主,为害植物,自然寄主"
,e5acfe36-d5f2-4115-b9cd-2ccfce7ce907,9174be4a-e1b4-449b-85ef-4ff046068d1b,Nicotiana tabacum,烟草,",接种寄主,其他,为害植物,自然寄主"
,e5acfe36-d5f2-4115-b9cd-2ccfce7ce907,78cbab33-4ab3-444a-85d8-773363ae9ec7,Physalis peruviana,灯笼果,"接种寄主,其他,自然寄主"
,e5acfe36-d5f2-4115-b9cd-2ccfce7ce907,fdb861b7-0052-4c3c-8b25-8e9a3b59e63a,Senna obtusifolia,钝叶决明,自然寄主
,e5acfe36-d5f2-4115-b9cd-2ccfce7ce907,adfc1a1f-33f7-4e0d-86d7-dc62463a6200,Solanum lycopersicum,番茄,",,接种寄主,其他,为害植物,自然寄主"
,e5acfe36-d5f2-4115-b9cd-2ccfce7ce907,8b0d1f2e-adac-45bc-b742-e037d9fc04c9,Solanum seaforthianum,南青杞；藤茄,自然寄主
,e5acfe36-d5f2-4115-b9cd-2ccfce7ce907,cbb9f98d-ec5e-42a5-9695-fcf9f207fb2f,Solanum viarum,毛果茄,自然寄主
,443d6781-7e81-442a-a06f-cb7b8c78c8d6,5d2ad7ec-fba4-429a-a910-dfd2bc6fd023,Sesamum indicum,芝麻,",接种寄主,为害植物,自然寄主"
,a87d40ab-d2f9-4f58-85f8-a467a4b1d129,a65fc5bd-4a32-479e-a15f-76ab3a5a14f3,Narcissus tazetta,水仙,自然寄主
,89b0c00f-ea69-434a-8290-cb9d821a6868,b13bae47-5024-420e-af76-e7dc93aabc9a,Morinda citrifolia,海滨木巴戟,",自然寄主"
,f3705adb-ad65-443a-8c3c-ab2f63ec37f1,90004841-f8f3-43d0-8f4e-c333662b845b,Catharanthus roseus,长春花,",接种寄主,其他,为害植物,自然寄主"
,f3705adb-ad65-443a-8c3c-ab2f63ec37f1,c7369f0e-3d06-434f-9756-7e0c13e7a19c,Chenopodium amaranticolor,苋色藜,"接种寄主,其他,自然寄主"
,f3705adb-ad65-443a-8c3c-ab2f63ec37f1,7b45599d-84ee-4696-8572-32a5546a746a,Chenopodium quinoa,藜麦,",接种寄主,其他,自然寄主"
,f3705adb-ad65-443a-8c3c-ab2f63ec37f1,9990534a-6780-4fbf-b542-6dacf6d60db1,Narcissus,水仙属,",自然寄主"
,f3705adb-ad65-443a-8c3c-ab2f63ec37f1,a4ec5b93-bd6e-4eae-bc43-5ab1e0e52e72,Narcissus tazetta subsp. chinensis,水仙,"接种寄主,自然寄主"
,f3705adb-ad65-443a-8c3c-ab2f63ec37f1,007f77e3-73ce-4393-a10c-bf475118f869,Tetragonia tetragonioides,番杏,"接种寄主,自然寄主"
,ca6acc10-d948-4aa2-9c6f-9b959cdaf174,8160813f-3303-475d-b5de-b2fbaeebfd28,Malva,锦葵属,",自然寄主"
,aa812b5e-ff71-49df-8c7e-a93f68f3242b,39f63846-c515-4aff-b04a-508eb11e68fc,Lactuca sativa,莴苣,",接种寄主,其他,为害植物,自然寄主"
,bb5c2dc5-05cb-4ed3-9edd-7bda0526c693,ca862d9b-66da-4200-9ae4-ef373be37fff,Aleurites,石栗属,自然寄主
,bb5c2dc5-05cb-4ed3-9edd-7bda0526c693,ab22368f-6e1c-4ab6-a5cd-691429df2832,Apiaceae,伞形科,自然寄主
,bb5c2dc5-05cb-4ed3-9edd-7bda0526c693,b38c957a-bb96-4548-8ca2-fef32ecd9e2a,Aralia,楤木属,自然寄主
,bb5c2dc5-05cb-4ed3-9edd-7bda0526c693,5658ba6b-faeb-4e04-917d-6e79322ab8b1,Asteraceae,菊科,",自然寄主"
,bb5c2dc5-05cb-4ed3-9edd-7bda0526c693,957defa8-6a23-4c63-8f27-de557425326a,Cactaceae,仙人掌科,自然寄主
,bb5c2dc5-05cb-4ed3-9edd-7bda0526c693,3c927117-48fa-414a-a40d-37c4d79f4cab,Casuarinaceae,木麻黄科,自然寄主
,bb5c2dc5-05cb-4ed3-9edd-7bda0526c693,8fe44c2f-34cc-461d-a872-596d8750af4b,Coletia spinosissima,,自然寄主
,bb5c2dc5-05cb-4ed3-9edd-7bda0526c693,563453bf-6333-4a2d-925e-7b360a1c9035,Colletia spinosissima,(锚刺棘属),自然寄主
,bb5c2dc5-05cb-4ed3-9edd-7bda0526c693,f4ab9997-6a95-41cf-af50-04a1a5a8a8ce,Convolvulaceae,旋花科,自然寄主
,bb5c2dc5-05cb-4ed3-9edd-7bda0526c693,3e2c1d87-bb8d-4bd3-bda2-800460e1970e,Cydonia oblonga,榅桲,",为害植物,自然寄主"
,bb5c2dc5-05cb-4ed3-9edd-7bda0526c693,23b01835-bbfc-45da-971a-b543fa835783,Dahlia,大丽花属,"接种寄主,自然寄主"
,bb5c2dc5-05cb-4ed3-9edd-7bda0526c693,b1690c9d-a8a7-4a52-b330-7ef48f828a3d,Euphorbiaceae,大戟科,",自然寄主"
,bb5c2dc5-05cb-4ed3-9edd-7bda0526c693,52c1dc5a-205c-407d-8b61-7abe83baaeb4,Fabaceae,豆科,",接种寄主,自然寄主"
,bb5c2dc5-05cb-4ed3-9edd-7bda0526c693,46c960cd-fc4e-481b-aba6-d4290b0f8b8f,Linaceae,亚麻科,自然寄主
,bb5c2dc5-05cb-4ed3-9edd-7bda0526c693,b0d17c61-2a48-4a28-951c-1648d62ed04a,Malus domestica,苹果,",为害植物,自然寄主"
,bb5c2dc5-05cb-4ed3-9edd-7bda0526c693,0e361e86-7cee-4134-96ac-bf0492738cdc,Nyctaginaceae,紫茉莉科,自然寄主
,bb5c2dc5-05cb-4ed3-9edd-7bda0526c693,23216d7b-dd28-4014-97cb-d0f54cfc7d30,Opuntia,仙人掌属,自然寄主
,bb5c2dc5-05cb-4ed3-9edd-7bda0526c693,455cc103-f1c2-4e81-aecb-f12313d5849e,Petroselinum,欧芹属,"为害植物,自然寄主"
,bb5c2dc5-05cb-4ed3-9edd-7bda0526c693,fab52154-3167-4ddb-b5b7-db8865563cd3,Poaceae,禾本科,",接种寄主,自然寄主"
,bb5c2dc5-05cb-4ed3-9edd-7bda0526c693,a607259b-dfc4-4caa-8c07-9b0eedbaa851,Polygalaceae,远志科,",接种寄主,自然寄主"
,bb5c2dc5-05cb-4ed3-9edd-7bda0526c693,cddee900-0e90-4b1f-b50d-5bf8fd5b3674,Prunus,李属,",其他,自然寄主"
,bb5c2dc5-05cb-4ed3-9edd-7bda0526c693,ff296f30-74e1-4905-b49c-c2600f36f9d6,Rhamnaceae,鼠李科,自然寄主
,bb5c2dc5-05cb-4ed3-9edd-7bda0526c693,e1694393-c832-463b-bd2d-478757635aea,Rosaceae,蔷薇科,",自然寄主"
,bb5c2dc5-05cb-4ed3-9edd-7bda0526c693,77fd7dd0-b7bf-434a-920a-898b775423ba,Rumex acetosella subsp. pyrenaicus,小酸模亚种,自然寄主
,bb5c2dc5-05cb-4ed3-9edd-7bda0526c693,6d74defd-d79b-4567-8616-1e35d35ffa3a,Verbenaceae,马鞭草科,",自然寄主"
,bb5c2dc5-05cb-4ed3-9edd-7bda0526c693,a7685a56-f3ba-420e-bf13-0ac9baf2a450,Vitaceae,葡萄科,自然寄主
,bb5c2dc5-05cb-4ed3-9edd-7bda0526c693,be472685-1aad-41de-ad37-976958877af8,Vitis,葡萄属,",接种寄主,其他,为害植物,自然寄主"
,bb5c2dc5-05cb-4ed3-9edd-7bda0526c693,131406c7-7de5-47ad-a1dd-6cc043ef5d47,Vitis vinifera,葡萄,",,接种寄主,其他,危害植物,为害植物,自然寄主"
,6499e630-5004-4eb4-8d84-ca4990fccd98,a8fa238f-ad74-4116-9a59-289e76ab9224,Beta vulgaris,甜菜,",接种寄主,为害植物,自然寄主"
,6499e630-5004-4eb4-8d84-ca4990fccd98,07b2e611-41e6-4b4f-a46d-66ade909b953,Carthamus tinctorius,红花,",接种寄主,为害植物,自然寄主"
,6499e630-5004-4eb4-8d84-ca4990fccd98,c7369f0e-3d06-434f-9756-7e0c13e7a19c,Chenopodium amaranticolor,苋色藜,"接种寄主,其他,自然寄主"
,6499e630-5004-4eb4-8d84-ca4990fccd98,7b45599d-84ee-4696-8572-32a5546a746a,Chenopodium quinoa,藜麦,",接种寄主,其他,自然寄主"
,6499e630-5004-4eb4-8d84-ca4990fccd98,8bc05db8-5f26-484e-b023-59943f9d01cf,Chrysanthemum × morifolium,菊花，杭白菊,自然寄主
,6499e630-5004-4eb4-8d84-ca4990fccd98,840ac0dd-34dc-4202-a864-3cb6a4f17660,Cicer arietinum,鹰嘴豆,"为害植物,自然寄主"
,6499e630-5004-4eb4-8d84-ca4990fccd98,69cf13ec-7f90-4f14-b8b2-aa2d32daadc2,Cichorium endivia,栽培菊苣,",接种寄主,自然寄主"
,6499e630-5004-4eb4-8d84-ca4990fccd98,36718baa-364f-4c86-be83-fb12c2d17587,Eustoma grandiflorum,洋桔梗，草原龙胆,自然寄主
,6499e630-5004-4eb4-8d84-ca4990fccd98,ae1caabe-dd5e-4943-baa9-c2d6377d8b63,Gomphrena globosa,千日红,"接种寄主,其他,自然寄主"
,6499e630-5004-4eb4-8d84-ca4990fccd98,19d20d32-39f9-4e2e-b0f4-b4dde7b6d5f9,Hypochaeris chillensis,智利猫儿菊,自然寄主
,6499e630-5004-4eb4-8d84-ca4990fccd98,39f63846-c515-4aff-b04a-508eb11e68fc,Lactuca sativa,莴苣,",接种寄主,其他,为害植物,自然寄主"
,6499e630-5004-4eb4-8d84-ca4990fccd98,9174be4a-e1b4-449b-85ef-4ff046068d1b,Nicotiana tabacum,烟草,",接种寄主,其他,为害植物,自然寄主"
,6499e630-5004-4eb4-8d84-ca4990fccd98,053266e2-e48f-4145-9dd3-2ca45709dc8c,Phaseolus vulgaris,菜豆,",接种寄主,其他,为害植物,自然寄主"
,6499e630-5004-4eb4-8d84-ca4990fccd98,14b78eae-babd-4eea-aebb-32e23ef679a7,Pisum sativum,豌豆,",接种寄主,为害植物,自然寄主"
,6499e630-5004-4eb4-8d84-ca4990fccd98,04b7ef2c-09eb-48a4-8d7e-d4aa03ffacc5,Sinapis arvensis,野白荠,",自然寄主"
,6499e630-5004-4eb4-8d84-ca4990fccd98,1f8a4f08-456c-4f02-86b1-9a49f9b8a7a8,Sonchus,苦苣菜属,"为害植物,自然寄主"
,6499e630-5004-4eb4-8d84-ca4990fccd98,bdc2ff9e-7252-4a95-965b-924e3eaa1752,Spinacia oleracea,菠菜,",接种寄主,自然寄主"
,6499e630-5004-4eb4-8d84-ca4990fccd98,1620442f-475c-4d2b-ae6c-d3257c48c93c,Stellaria media,繁缕,自然寄主
,fcb44271-7a63-4936-9fcb-e2fb6622dfb3,1ac57c06-c73c-4534-8a1a-b669e1df8550,Iris domestica,射干,自然寄主
,fcb44271-7a63-4936-9fcb-e2fb6622dfb3,659fd065-1a0b-42c2-96d3-60cce83e64bb,Iris tectorum,鸢尾,自然寄主
,1ec8ef56-fc61-4166-a23e-a2534cfbed14,c7369f0e-3d06-434f-9756-7e0c13e7a19c,Chenopodium amaranticolor,苋色藜,"接种寄主,其他,自然寄主"
,1ec8ef56-fc61-4166-a23e-a2534cfbed14,fb9ebd86-83ec-477c-b5bb-8bccc369342f,Iris,鸢尾属,"接种寄主,其他,自然寄主"
,1ec8ef56-fc61-4166-a23e-a2534cfbed14,b2e64eaa-523c-4f5e-9e0f-7b5b30c327ce,Iris danfordiae,丹福鸢尾,自然寄主
,1ec8ef56-fc61-4166-a23e-a2534cfbed14,ff160e01-2e6c-46a7-b1a1-ca1265b8d947,Iris reticulata,网脉鸢尾,自然寄主
,1ec8ef56-fc61-4166-a23e-a2534cfbed14,62793cb6-fcf3-4225-9007-9fccb0e9c476,Iris xiphium,西班牙鸢尾,自然寄主
,1ec8ef56-fc61-4166-a23e-a2534cfbed14,ad95c40f-aca2-4196-a334-74e2c9e98005,Nicotiana clevelandii,克氏烟,",接种寄主,自然寄主"
,1ec8ef56-fc61-4166-a23e-a2534cfbed14,007f77e3-73ce-4393-a10c-bf475118f869,Tetragonia tetragonioides,番杏,"接种寄主,自然寄主"
,4f7f9858-d376-44ef-bd36-e825ff0167d9,3dedd4d7-521c-4c11-a064-e089447cf324,Graptopetalum paraguayense,宝石花,自然寄主
,25e643cf-259e-4ad7-bad2-571dc28a8d32,ef98a556-a8d2-44b7-8797-68a07a8ca6ed,Impatiens walleriana,苏丹凤仙花，非洲凤仙花,"其他,自然寄主"
,b3d42cfb-372b-48ff-b5c0-aa553527cfc4,3540f961-256e-4847-8130-e5d55f1563b0,Albuca bracteata,虎眼万年青,接种寄主
,b3d42cfb-372b-48ff-b5c0-aa553527cfc4,e1f78d55-46af-4749-ba03-5043ec68a387,Hyacinthus orientalis,风信子,自然寄主
,ac46290f-b942-4834-9db9-8378ec05d1ed,7b45599d-84ee-4696-8572-32a5546a746a,Chenopodium quinoa,藜麦,",接种寄主,其他,自然寄主"
,ac46290f-b942-4834-9db9-8378ec05d1ed,c53dbcc2-34f6-4e7b-ba2d-dc123b02781f,Datura stramonium,曼陀罗,"接种寄主,为害植物,自然寄主"
,ac46290f-b942-4834-9db9-8378ec05d1ed,59e8a81d-291d-4b30-b906-17e26623ad4f,Eucharis grandiflora,油加律,自然寄主
,ac46290f-b942-4834-9db9-8378ec05d1ed,9da1a19f-76d8-4882-917b-d0b65aa2ebf1,Hippeastrum,朱顶红属,自然寄主
,ac46290f-b942-4834-9db9-8378ec05d1ed,833e3a79-e377-437e-82a0-7427ec039883,Hippeastrum hybrida,朱顶红,自然寄主
,ac46290f-b942-4834-9db9-8378ec05d1ed,ad95c40f-aca2-4196-a334-74e2c9e98005,Nicotiana clevelandii,克氏烟,",接种寄主,自然寄主"
,ac46290f-b942-4834-9db9-8378ec05d1ed,8992f09e-c140-4191-a561-145e88520860,Nicotiana rustica,黄花烟草,",接种寄主,自然寄主"
,ac46290f-b942-4834-9db9-8378ec05d1ed,9174be4a-e1b4-449b-85ef-4ff046068d1b,Nicotiana tabacum,烟草,",接种寄主,其他,为害植物,自然寄主"
,0b956f59-dd97-4acf-9cb8-1d525a94a515,7b45599d-84ee-4696-8572-32a5546a746a,Chenopodium quinoa,藜麦,",接种寄主,其他,自然寄主"
,0b956f59-dd97-4acf-9cb8-1d525a94a515,66e844c1-3b06-4334-acd0-74948c132d04,Daphne odora,瑞香,自然寄主
,0b956f59-dd97-4acf-9cb8-1d525a94a515,ad95c40f-aca2-4196-a334-74e2c9e98005,Nicotiana clevelandii,克氏烟,",接种寄主,自然寄主"
,cca9a161-3365-4553-bfc7-6eddc533fd88,f774c40e-5d36-4061-b904-941cff4c823e,Orchidaceae,兰科,",自然寄主"
,f994f92d-6883-481b-93d5-976ffa7b939d,23cb2f7d-f93b-4eba-9ba8-9745e8ac95f7,Atropa belladonna,颠茄,"接种寄主,自然寄主"
,f994f92d-6883-481b-93d5-976ffa7b939d,c7369f0e-3d06-434f-9756-7e0c13e7a19c,Chenopodium amaranticolor,苋色藜,"接种寄主,其他,自然寄主"
